Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,id,journal,author,doi,title,sci_cat,replic,hypo_tested,num_hyp,support,hyp1,hyp2,effect_size,clin_trial,prereg,prereg_link,data_state,open_data,animal,RCT,sig_level,sig_test,pval_sig,pval_type,rel_pval,sample_info,N,N_just
True,3/23/21 5:16,R_2e2coiAYOzI00ko,anonymous,EN,Christoph Schneider,JSAMS,Miles,10.1016/j.jsams.2019.01.008,Sleep practices implemented by team sport coaches and sports science support staff: A potential avenue to improve athlete sleep?,Other,No,No,,,,,No,No,No,,No,,No,No,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p <.05,"Yes (e.g., total and group sample sizes provided)",86,No
True,3/23/21 5:40,R_2qt9jlUkGHB8Hlw,anonymous,EN,Christoph Schneider,JSAMS,Chan,10.1016/j.jsams.2019.05.002,The A + FMS cluster randomized controlled trial: An assessment-based intervention on fundamental movement skills and psychosocial outcomes in primary schoolchildren,Motor learning/control/behavior,No,Yes,1,Partial support,"We hypothe-sised that application of the principles of formative assessmentin primary PE would help improve students’ FMS competence,perceived physical competence, perceived movement skill com-petence, perceived teacher support, and PE enjoyment amongprimary schoolchildren.","The school-based A + FMS intervention was effective inincreasing children’s FMS proficiency and perceptions of teachersupport, but not their perceived competence or enjoyment of PE.",Yes,No,Yes,CUHK CCRB00479,No,,No,Yes,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p < .001,Partial (some information missing),276,Yes
True,3/23/21 8:20,R_2QX71XAtz4N0zOK,anonymous,EN,Christoph Schneider,JSAMS,Sayers,10.1016/j.jsams.2019.04.005,The influence of bowling velocity on movement variability in experienced older aged lawn bowlers,Biomechanics,No,Yes,1,Unclear or not stated,It was predicted that the more experienced play-ers would exhibit more variability in these variables throughoutthe backswing phase of the delivery while also having a high levelof consistency in the orientation of the bowl at the point of release(the most crucial point in the bowling action).,UNCLEAR,Yes,No,No,,No,,No,No,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p < .001,"Yes (e.g., total and group sample sizes provided)",25,No
True,3/23/21 10:11,R_sFDuBODx7gsQr2F,anonymous,EN,Christoph Schneider,JSAMS,Olds,10.1016/j.jsams.2019.03.006,A source of systematic bias in self-reported physical activity: The cutpoint bias hypothesis,Other,No,No,,,,,Yes,No,No,,No,,No,No,No,,,,,"Yes (e.g., total and group sample sizes provided)",2210,No
True,3/23/21 10:23,R_2CH7oq9RKtHJDen,anonymous,EN,Vanessa Yingling,MSSE,SMITH,10.1249/MSS.0000000000001964,Effects of Static Stretching and Foam Rolling on Ankle Dorsiflexion Range of Motion,Applied exercise physiology (human),No,Yes,2,Full support,"We hypothesized that there would be differences in the acute response to SS, FR, and FR followed by SS in terms ofdorsiflexion ROM before and after 6 wk of training with the acute response after training to be different than pretraining for all three groups",Participants developed an acute increase in ROM over time for all three groups.,Yes,No,No,,No,,No,Yes,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p < .001,"Yes (e.g., total and group sample sizes provided)",44,Yes
True,3/23/21 10:35,R_2bKqeH1wSLFVSzm,anonymous,EN,Vanessa Yingling,MSSE,JANG,10.1249/MSS.0000000000002011,Endurance Exercise Prevents Metabolic Distress–induced Senescence in the Hippocampus,Basic physiology (animal and cell physiology),No,No,,,,,No,No,No,,No,,Yes,Yes,Yes,Yes,Yes,"Relative (e.g., p < .05)",p <.05,"Yes (e.g., total and group sample sizes provided)",33,No
True,3/23/21 10:52,R_3lzeubFeuYfyqDT,anonymous,EN,Vanessa Yingling,MSSE,GARNVIK,10.1249/MSS.0000000000002074,Estimated Cardiorespiratory Fitness and Risk of Atrial Fibrillation: The Nord-Trøndelag Health Study,Epidemiology,No,Yes,1,Full support,We hypothesized that eCRF is inversely associated with incident AF and that improved eCRF over a 10-yr period results in less risk of developing AF.,"we found that higher levels of eCRF were associated with lower risk of new-onset AF. Furthermore, we showed that those who improved their eCRF over a 10-yr period had lower risk of developing AF compared with those who decreased their eCRF",Yes,No,No,,No,,No,No,Yes,No,,,,"Yes (e.g., total and group sample sizes provided)",39844,No
True,3/23/21 11:10,R_3OpKxA6AoXVeqHk,anonymous,EN,Vanessa Yingling,MSSE,RICE,10.1249/MSS.0000000000002039,Estimating Tibial Stress throughout the Duration of a Treadmill Run,Applied exercise physiology (human),No,Yes,2,Full support,It was hypothesized that the stresses acting at the anterior and posterior peripheries of the tibia would be relatively more repeatable than those at the medial and lateral peripheries.,"In support of the hypotheses, peak stresses at the anterior and posterior peripheries were relatively more repeatable between sessions than at the medial and lateral peripheries.",Yes,No,No,,No,,No,No,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p < .001,"Yes (e.g., total and group sample sizes provided)",14,No
True,3/23/21 13:10,R_1QGc2ACOYeoLKLI,anonymous,EN,Jenny Murphy,JSAMS,Chan,10.1016/j.jsams.2019.05.002,The A + FMS cluster randomized controlled trial: An assessment-based intervention on fundamental movement skills and psychosocial outcomes in primary schoolchildren,Motor learning/control/behavior,No,Yes,1,Partial support,"We hypothe- sised that application of the principles of formative assessment in primary PE would help improve students’ FMS competence, perceived physical competence, perceived movement skill com- petence, perceived teacher support, and PE enjoyment among primary schoolchildren.","The school-based A+FMS intervention was effective in increasing children’s FMS proficiency and perceptions of teacher support, but not their perceived competence or enjoyment of PE.",Yes,Yes,Yes,CUHK CCRB00479,No,,No,Yes,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p < .001,"Yes (e.g., total and group sample sizes provided)",282,Yes
True,3/23/21 13:12,R_1kO12vpFEvLell4,anonymous,EN,Christoph Schneider,JSAMS,Keohane,10.1016/j.jsams.2019.04.004,Four men in a boat: Ultra-endurance exercise alters the gut microbiome,Applied exercise physiology (human),No,No,,,,,No,No,No,,No,,No,No,No,,,,,"Yes (e.g., total and group sample sizes provided)",4,No
True,3/23/21 13:16,R_3098PtNPDFoREiu,anonymous,EN,Jenny Murphy,JSAMS,Morente-Sánchez,10.1016/j.jsams.2019.05.010,"Attitudes, beliefs and knowledge related to doping in different categories of football players",Sport/exercise psychology,No,Yes,1,Partial support,"the hypothe- sis was that this sample of footballers would not be tolerant to doping,16 although their beliefs and knowledge about doping would be improvable.","The present study suggested that, in general, the surveyed Span- ish football players were not tolerant of doping. However, the AMA and U18 groups were somewhat more permissive towards the use of banned substances than the other samples analyzed, while the ELI group was the least lenient one.",Yes,No,No,,Yes,No,No,No,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p < .001,"Yes (e.g., total and group sample sizes provided)",1324,No
True,3/23/21 13:23,R_3nwT2IlGxcyo5aM,anonymous,EN,Jenny Murphy,JSAMS,Carson,10.1016/j.jsams.2019.01.003,Associations between meeting the Canadian 24-Hour Movement Guidelines for the Early Years and behavioral and emotional problems among 3-year-olds,Other,No,Yes,1,Full support,We hypothesized that children meeting more recom- mendations within the guidelines would have fewer behavioral and emotional problems and that only a small percentage of children would meet the overall 24-Hour Movement Guidelines.,"Children meeting more recommendations within the guidelines had lower behavioral and emotional prob- lems as measured by the CBCL...... Additionally, a very small percentage of children met the overall guidelines.",Yes,No,No,,No,,No,No,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p < .001,"Yes (e.g., total and group sample sizes provided)",539,No
True,3/23/21 13:38,R_1NwCh7xcpcWyTqu,anonymous,EN,Christoph Schneider,JSAMS,Altenburg,10.1016/j.jsams.2018.12.016,Standing is not enough: A randomized crossover study on the acute cardiometabolic effects of variations in sitting in healthy young men,Clinical research,No,No,,,,,Yes,Yes,Yes,NTRcode 5723,No,,No,Yes,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p <.05,"Yes (e.g., total and group sample sizes provided)",20,Yes
True,3/24/21 2:27,R_1rdhk7ZTufBYO2l,anonymous,EN,Christoph Schneider,JSAMS,Joseph,10.1016/j.jsams.2019.07.016,Australian netball injuries in 2016: An overview of insurance data,Epidemiology,No,No,,,,,No,No,No,,No,,No,No,No,,,,,Partial (some information missing),413800,No
True,3/24/21 2:45,R_2i5m4PpRkYzngfn,anonymous,EN,Christoph Schneider,JSAMS,Gardner,10.1016/j.jsams.2019.02.003,National Rugby League match scheduling and rate of concussion,Epidemiology,No,No,,,,,No,No,No,,No,,No,No,Yes,Yes,Yes,"Exact (e.g., p = .049)",,"Yes (e.g., total and group sample sizes provided)",402,No
True,3/24/21 3:51,R_TkgFS6YuWDD7w8F,anonymous,EN,Joe Warne,JSAMS,Verheul,10.1016/j.jsams.2019.07.006,Identifying generalised segmental acceleration patterns that contribute to ground reaction force features across different running tasks,Biomechanics,No,Yes,1,Unclear or not stated,"We hypothesised that if explicit GRF features are relatedto generalised acceleration patterns across different running tasks,this could further inform the potential for using segmental acceler-ations to assess whole-body biomechanical loads in running-basedsports (such as the choice of relevant segments or the feasibility togeneralise across tasks)",UNCLEAR,No,No,No,,No,,No,No,No,,,,,"Yes (e.g., total and group sample sizes provided)",15,No
True,3/24/21 3:58,R_23iODDpdyl8Fd2F,anonymous,EN,Joe Warne,JSAMS,Jaakkola,10.1016/j.jsams.2019.06.018,"Longitudinal associations among cardiorespiratory and muscular fitness, motor competence and objectively measured physical activity",Motor learning/control/behavior,No,No,,,,,Yes,No,No,,No,,No,No,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p <.05,"Yes (e.g., total and group sample sizes provided)",491,No
True,3/24/21 4:09,R_1QLZNig9QuXyDws,anonymous,EN,Joe Warne,JSAMS,Willis,10.1016/j.jsams.2019.05.001,Vascular and oxygenation responses of local ischemia and systemic hypoxia during arm cycling repeated sprints,Applied exercise physiology (human),No,Yes,3,Full support,"that repeated sprint armcycling performance would have greater performance impairmentwith systemic hypoxia, BFR, and the combination due to limitedconvective oxygen delivery and greater vascular resistance","(1) arm cycling performanceis heavily impaired by systemic hypoxia conditions (number ofsprints and total work) mainly due to decreased convective oxy-gen delivery (SpO2, V.O2);",Yes,No,No,,No,,No,No,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p <.05,"Yes (e.g., total and group sample sizes provided)",16,No
True,3/24/21 4:16,R_1eK2uKziLeFtM8B,anonymous,EN,Joe Warne,JSAMS,Rogers,10.1016/j.jsams.2019.06.004,Tattoos do not affect exercise-induced localised sweat rate or sodium concentration,Applied exercise physiology (human),No,Yes,2,Not supported,"Wehypothesised that sweat samples taken from tattooed skin woulddemonstrate compromised function (i.e. reduced sweat rates andincreased [Na+]) compared to contralateral non-tattooed skin sam-ples, irrespective of the age of the tattoo,","Contrary to our hypothesis, results from the present studysuggest that sweat rate and [Na+] do not differ between tattooedskin and contralateral non-tattooed skin.",No,No,No,,No,,No,No,Yes,Yes,No,"Exact (e.g., p = .049)",,"Yes (e.g., total and group sample sizes provided)",22,No
True,3/24/21 4:49,R_3FX5UcCkmKTFHjd,anonymous,EN,Joe Warne,JSAMS,Cigoja,10.1016/j.jsams.2019.06.015,Does increased midsole bending stiffness of sport shoes redistribute lower limb joint work during running?,Biomechanics,No,Yes,2,Full support,Itwas hypothesized that the negative MTP joint work would decreasebecause increased MBS would limit the amount of MTP joint dorsi-flexion,"There was significantly (p ≤ 0.05,d = 0.77) less negative work in the MTP joint when running in thestiff compared to the control condition.",Yes,No,No,,No,,No,No,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p <.05,"Yes (e.g., total and group sample sizes provided)",13,No
True,3/24/21 4:55,R_T0fflZJ19Eaz1lf,anonymous,EN,Joe Warne,JSAMS,Pryor,10.1016/j.jsams.2019.06.003,Exacerbated heat strain during consecutive days of repeated exercise sessions in heat,Applied exercise physiology (human),No,Yes,1,Full support,We hypothesized that physio-logical and perceptual heat strain would be greater during both thesecond exercise session (Bout 2) and second day (Day 2) of exercisecompared to the first exercise session (Bout 1).,"Our findings revealed thatparticipants achieved similar physiological heat strain in a shorterexercise duration during a subsequent exercise session the sameday. Additionally, heat strain was greater during the second of twoconsecutive days of exercise, with only 71% of participants com-pleting exercise that was successfully completed the previous day.",No,No,No,,No,,No,No,Yes,Yes,Yes,"Exact (e.g., p = .049)",,"Yes (e.g., total and group sample sizes provided)",17,Yes
True,3/24/21 8:15,R_1fmfBL66PXBJi4D,anonymous,EN,Vanessa Yingling,MSSE,GARTEN,10.1249/MSS.0000000000002014,Examining Arm Vascular Function and Blood Flow Regulation in Row-trained Males,Applied exercise physiology (human),No,Yes,1,Partial support,"We hypothesized that, as rowing is predominately aerobic, the row-trained group would exhibit greater vascular function, specifically greater BA dilation to a given shear stimulus, and unaltered arm blood flow during submaximal handgrip exercise.","Thus, this study revealed greater shear-induced dilation and lower BA blood flow during armexercise in row-trained males and that likely results from aerobic adaptations to row training (i.e., increased oxygen extraction, increased work efficiency) as opposed to power/strength adaptations.",No,No,No,,No,,No,No,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p <.05,"Yes (e.g., total and group sample sizes provided)",23,No
True,3/24/21 8:27,R_3qojubG32rChyCZ,anonymous,EN,Vanessa Yingling,MSSE,VERBRUGGHE,10.1249/MSS.0000000000002078,Exercise Intensity Matters in Chronic Nonspecific Low Back Pain Rehabilitation,Clinical research,No,No,,,,,Yes,Yes,Yes,NCT02786316,No,,No,Yes,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p <.05,"Yes (e.g., total and group sample sizes provided)",100,Yes
True,3/24/21 8:49,R_1oum8z3q6mcp3zu,anonymous,EN,Christoph Schneider,JSAMS,Hasler,10.1016/j.jsams.2018.11.009,On the measurement of ski boot viscoelasticity,Other,No,No,,,,,Yes,No,No,,No,,No,No,No,,,,,No (sample size(s) unclear/unreported),,No
True,3/24/21 10:24,R_9BT5LprkqW3ap3P,anonymous,EN,Jenny Murphy,JSAMS,Ruddick,10.1016/j.jsams.2019.06.008,Epidemiology of bone stress injuries in Australian high performance athletes: A retrospective cohort study,Epidemiology,No,No,,,,,No,No,No,,No,,No,No,Yes,Yes,No,"Exact (e.g., p = .049)",,No (sample size(s) unclear/unreported),,No
True,3/24/21 10:46,R_2rwjECXttcLZgf9,anonymous,EN,Jenny Murphy,JSAMS,Sayers,10.1016/j.jsams.2019.04.005,The influence of bowling velocity on movement variability in experienced older aged lawn bowlers,Biomechanics,No,Yes,1,Not supported,It was predicted that the more experienced play- ers would exhibit more variability in these variables throughout the backswing phase of the delivery while also having a high level of consistency in the orientation of the bowl at the point of release (the most crucial point in the bowling action)," ticipants in this study had very consistent bowl positions at both Backswing and Release points during the Draw deliveries (i.e. small mean SD values), with the slightly greater anteroposterior mean SD values at Release.......Similarly, while the high level of consistency in Backswing bowl orientation was not anticipated",Yes,No,No,,No,,No,No,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p < .001,"Yes (e.g., total and group sample sizes provided)",25,No
True,3/24/21 10:52,R_UzPmyvqH2srmg6Z,anonymous,EN,Jenny Murphy,JSAMS,Lovell,10.1016/j.jsams.2019.04.007,Biological maturation and match running performance: A national football (soccer) federation perspective,Sport performance,No,No,,,,,No,No,No,,Yes,No,No,No,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p < .001,"Yes (e.g., total and group sample sizes provided)",278,No
True,3/24/21 13:28,R_6KlYWjebfxNzelb,anonymous,EN,Christoph Schneider,JSAMS,Schindelwig,10.1016/j.jsams.2018.09.229,Safety recommendations of winter terrain park jumps into airbags,Biomechanics,No,No,,,,,No,No,No,,No,,No,No,No,,,,,No (sample size(s) unclear/unreported),,No
True,3/24/21 13:43,R_1Im8nIoogSwjhS1,anonymous,EN,Christoph Schneider,JSAMS,Pumpa,10.1016/j.jsams.2019.03.013,A novel role of probiotics in improving host defence of elite rugby union athlete: A double blind randomised controlled trial,Clinical research,No,No,,,,,No,Yes,Yes,ACTRN12616000555459,No,,No,Yes,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p < .001,"Yes (e.g., total and group sample sizes provided)",19,Yes
True,3/24/21 14:12,R_3NJ2wxfVc0dwUfe,anonymous,EN,Christoph Schneider,JSAMS,Willis,10.1016/j.jsams.2019.05.001,Vascular and oxygenation responses of local ischemia and systemic hypoxia during arm cycling repeated sprints,Applied exercise physiology (human),No,Yes,3,Partial support,"It was hypothesized (1) that repeated sprint armcycling performance would have greater performance impairmentwith systemic hypoxia, BFR, and the combination due to limitedconvective oxygen delivery and greater vascular resistance; (2)that greater changes in total hemoglobin would be elicited duringsprints as the severity of systemic hypoxia and BFR increased; (3)that BFR alone and in combination with systemic hypoxia wouldelicit greater changes in total hemoglobin than systemic hypoxiaalone due to different vascular mechanisms, which may decreasewith duration of sprints due to fatigue and limited oxygen utiliza-tion near exhaustion.","The main findings indicated that (1) arm cycling performanceis heavily impaired by systemic hypoxia conditions (number ofsprints and total work) mainly due to decreased convective oxy-gen delivery (SpO2, V.O2);",Yes,No,No,,No,,No,Yes,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p < .001,"Yes (e.g., total and group sample sizes provided)",16,No
True,3/25/21 8:00,R_3svkN1PjPAx8hxU,anonymous,EN,Christoph Schneider,JSAMS,Howe,10.1016/j.jsams.2019.02.008,Emotional intelligence and mood states impact on the stress response to a treadmill ultramarathon,Sport/exercise psychology,No,Yes,1,Not supported,"Therefore, it is hypothesised thatultramarathon runners with higher trait EI should display less of acortisol response compared to those with lower trait EI.",Con-trasting with the hypothesis and previous research21participantswith a higher trait EI displayed greater post-trial cortisol responseswhich may suggest the runners are able to push themselves to theirphysical limits and are better equipped at handling the emotionsthat accompany physical stress during a treadmill ultramarathon.,Yes,No,No,,No,,No,No,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p < .001,"Yes (e.g., total and group sample sizes provided)",12,No
True,3/25/21 9:15,R_1OlenYgpNFIUTHY,anonymous,EN,Christoph Schneider,JSAMS,Aguilar-Farias,10.1016/j.jsams.2018.12.004,How many days are enough for measuring weekly activity behaviours with the ActivPAL in adults?,Motor learning/control/behavior,No,No,,,,,Yes,No,No,,No,,No,No,Yes,Yes,No,"Exact (e.g., p = .049)",,"Yes (e.g., total and group sample sizes provided)",90,Yes
True,3/25/21 9:29,R_1HiCfuzerXWWsBO,anonymous,EN,Joe Warne,JSAMS,Wu,10.1016/j.jsams.2019.07.009,Effects of acute aerobic and resistance exercise on executive function: An ERP study,Applied exercise physiology (human),No,Yes,2,Full support,bothexercise modalities would result in superior shifting performancecompared to the control condition,The hypothesis that acute exercise would facil-itate cognitive performance (H1) was accepted.,Yes,No,No,,No,,No,No,Yes,Yes,Yes,"Exact (e.g., p = .049)",,"Yes (e.g., total and group sample sizes provided)",30,Yes
True,3/25/21 9:38,R_2Eg8yPXWzHcQ4YQ,anonymous,EN,Joe Warne,JSAMS,Suijkerbuijk,10.1016/j.jsams.2019.07.012,Functional polymorphisms within the inflammatory pathway regulate expression of extracellular matrix components in a genetic risk dependent model for anterior cruciate ligament injuries,Applied exercise physiology (human),No,Yes,1,Full support,Based on the a priori hypothesis it was proposed that theIL1B rs16944 CC and the IL6 rs1800795 GG downregulate the pro-duction of ECM components and should therefore be associatedwith an increased susceptibility to ligament injuries.,These results support the proposal that polymorphisms withinIL1B and IL6 alter the expression of structural and fibril-associated ECM components and herewith possibly modulatethe susceptibility to ligament injuries.,No,No,No,,No,,No,No,Yes,Yes,Yes,"Exact (e.g., p = .049)",,No (sample size(s) unclear/unreported),,Yes
True,3/25/21 9:45,R_1C763DCtOGNk9BP,anonymous,EN,Joe Warne,JSAMS,Mtibaa,10.1016/j.jsams.2019.07.008,Heat stress impairs proprioception but not running mechanics,Applied exercise physiology (human),No,Yes,1,Partial support,"We hypothesized thatexercise-induced heat stress would impair ankle proprioception,in turn altering foot strike pattern as manifested by kinematic andspring–mass model adjustments.","Our hypothesis is partly validated sinceheat stress impairs proprioception, yet without exacerbating run-induced readjustments in stride mechanical pattern",Yes,No,No,,No,,No,No,Yes,Yes,Yes,"Exact (e.g., p = .049)",,"Yes (e.g., total and group sample sizes provided)",12,No
True,3/25/21 9:50,R_3s5ii9HzmpL7o2y,anonymous,EN,Joe Warne,JSAMS,Krusche,10.1016/j.jsams.2019.04.013,Short- and middle-term high-altitude exposure does not affect visual acuity and contrast sensitivity of healthy young people,Applied exercise physiology (human),No,No,,,,,No,No,No,,No,,No,No,Yes,Yes,,"Relative (e.g., p < .05)",p <.05,"Yes (e.g., total and group sample sizes provided)",10,No
True,3/25/21 10:33,R_24iTZ8hYz2nnC0g,anonymous,EN,Christoph Schneider,JSAMS,Dutton,10.1016/j.jsams.2019.05.006,"Incidence and impact of time loss and non-time-loss shoulder injury in elite South African cricketers: A one-season, prospective cohort study",Epidemiology,No,No,,,,,Yes,No,No,,No,,No,No,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p < .001,"Yes (e.g., total and group sample sizes provided)",106,Yes
True,3/25/21 11:03,R_3jdubGisxPD1anV,anonymous,EN,Jenny Murphy,JSAMS,Martinez-Valdesa,10.1016/j.jsams.2019.07.007,Rowers with a recent history of low back pain engage different regions of the lumbar erector spinae during rowing,Biomechanics,No,Yes,1,Full support,It was hypothesized that the rowers with a recent history of LBP would show altered activity within regions of the lumbar ES revealing a sub-optimal pattern of ES muscle use.,"This study is the first to demonstrate that both the level and dis- tribution of activation of the lumbar ES muscle is altered in rowers with a recent history of LBP. This, in addition to the lower com- plexity of the EMG signals, suggests an inefficient recruitment of the ES muscle in rowers with a recent history of LBP, which likely has significant implications for the perpetuation of LBP.",Yes,No,No,,Yes,No,No,No,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p < 0.10,"Yes (e.g., total and group sample sizes provided)",19,No
True,3/25/21 11:11,R_24kO6FfIAkH1R0u,anonymous,EN,Jenny Murphy,JSAMS,Cassel,10.1016/j.jsams.2019.03.011,Achilles tendon morphology assessed using image based spatial frequency analysis is altered among healthy elite adolescent athletes compared to recreationally active controls,Biomechanics,No,Yes,1,Not supported,It is hypothesized that adolescent athletes from sports with high and repetitive loading of the lower extremity (i.e. ball sport) present higher AT density and organization than athletes from other sports as well as recreationally active controls indicated by changes in spatial frequency parameter values.,"Contrary to the hypothesis, adolescent athletes from sports disciplines with high and repetitive loading of the lower extremity (i.e. ball sport) did not present alterations in spatial frequency parameters compared to athletes from other sport dis- ciplines",No,No,No,,No,,No,No,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p <.01,"Yes (e.g., total and group sample sizes provided)",369,No
True,3/25/21 11:20,R_3PyI2TIUIX1eeCI,anonymous,EN,Jenny Murphy,JSAMS,Ruedl,10.1016/j.jsams.2018.09.234,Impact of listening to music while wearing a ski helmet on sound source localization,Other,No,Yes,1,Full support,We hypothesized that the accuracy of sound localization diminishes with increasing sound level.,The main findings were a significant worsening of sound source localization while wearing a ski helmet and listening to music via insert phones compared to head bare and not listening to music.,Yes,No,No,,No,,No,No,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p < .001,"Yes (e.g., total and group sample sizes provided)",20,No
True,3/25/21 11:28,R_1M0WbZMM8t8OJ1a,anonymous,EN,Jenny Murphy,JSAMS,Jones,10.1016/j.jsams.2019.03.004,The prevalence of hand and wrist osteoarthritis in elite former cricket and rugby union players,Epidemiology,No,No,,,,,Yes,No,No,,Yes,Yes,No,No,Yes,Yes,Yes,"Relative (e.g., p < .05)",p <.05,"Yes (e.g., total and group sample sizes provided)",267,No
True,3/25/21 11:36,R_xFxkmCkMWYkAk49,anonymous,EN,Christoph Schneider,JSAMS,Kittel,10.1016/j.jsams.2019.03.012,Using 360◦ virtual reality as a decision-making assessment tool in sport,Motor learning/control/behavior,No,No,,,,,Yes,No,No,,No,,No,No,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p <.01,"Yes (e.g., total and group sample sizes provided)",28,No
True,3/25/21 11:59,R_1jiBggElOCZR7vk,anonymous,EN,Christoph Schneider,JSAMS,Lovell,10.1016/j.jsams.2019.04.007,Biological maturation and match running performance: A national football (soccer) federation perspective,Sport performance,No,No,,,,,Yes,No,No,,No,,No,No,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p < .001,Partial (some information missing),278,No
True,3/27/21 8:02,R_XoVKpY6ExnxASCl,anonymous,EN,Christoph Schneider,JSAMS,Holliday,10.1016/j.jsams.2019.05.011,The effects of relative cycling intensity on saddle pressure indexes,Biomechanics,No,Yes,1,Partial support,It was hypothesised that the meansaddle pressure as well as the area of loading would increase withthe increase in intensity.,We observed a progressive increase of the loaded area with increas-ing intensity and this occurred in all three of the saddle zones. ... Mean pressure remained unchanged. ,No,No,No,,No,,No,No,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p < .001,"Yes (e.g., total and group sample sizes provided)",17,No
True,3/27/21 8:37,R_3hGF8v6KR4SmQI9,anonymous,EN,Christoph Schneider,JSAMS,Brumitt,10.1016/j.jsams.2019.08.005,Prior history of anterior cruciate ligament (ACL) reconstruction is associated with a greater risk of subsequent ACL injury in female collegiate athletes,Epidemiology,No,Yes,2,Full support,It was hypothesized that female collegiate athletes with prior history of ACLR would be at a greater risk of a noncon-tact time-loss ACL injury than their counterparts.,"This study found that female collegiate athletes with prior historyof ACLR were six times more likely to experience a subsequent ACLinjury during sport compared to athletes with no prior history (i.e.,initial ACL injury).",Yes,No,No,,No,,No,No,Yes,Yes,Yes,"Exact (e.g., p = .049)",,"Yes (e.g., total and group sample sizes provided)",360,Yes
True,3/28/21 11:00,R_1JVFmP61Xp4KTur,anonymous,EN,Christoph Schneider,JSAMS,Renoux,10.1016/j.jsams.2019.01.007,Ultrasound-detected connective tissue involvement in acute muscle injuries in elite athletes and return to play: The French National Institute of Sports (INSEP) study,Biomechanics,No,Yes,2,Partial support,We tested the hypothesis thatmuscle injuries exhibiting connective tissue involvement are asso-ciated with longer recovery times when compared to those withoutsuch involvement.,"Furthermore, considering only the type of injury, we found that recovery times were longer for athletes exhibiting C injuries in comparison with those having M injuries ingeneral. However, when specifically comparing the same grades from different types of injury (2M vs. 2C and 3M vs. 3C), no significant differences were found in the time needed to RTP.",Yes,No,No,,No,,No,No,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p < .001,"Yes (e.g., total and group sample sizes provided)",70,No
True,3/28/21 13:16,R_2QDmBgZxvlrgOgm,anonymous,EN,Christoph Schneider,JSAMS,McKay,10.1016/j.jsams.2018.12.015,Acute carbohydrate ingestion does not influence the post-exercise iron-regulatory response in elite keto-adapted race walkers,Applied exercise physiology (human),No,No,,,,,Yes,No,No,,No,,No,No,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p < .001,"Yes (e.g., total and group sample sizes provided)",23,No
True,3/29/21 10:26,R_R8lPeOzj72Gy9Il,anonymous,EN,Jenny Murphy,JSAMS,Brumitt,10.1016/j.jsams.2019.08.005,Prior history of anterior cruciate ligament (ACL) reconstruction is associated with a greater risk of subsequent ACL injury in female collegiate athletes,Epidemiology,No,Yes,1,Full support,It was hypothesized that athletes with shorter normalized SLJ and/or SLH tests would have a greater risk of noncontact time-loss lower quadrant or ACL injury.,"This study found that female collegiate athletes with prior history of ACLR were six times more likely to experience a subsequent ACL injury during sport compared to athletes with no prior history (i.e., initial ACL injury). ",Yes,No,No,,No,,No,No,Yes,Yes,Yes,"Exact (e.g., p = .049)",,"Yes (e.g., total and group sample sizes provided)",360,Yes
True,3/29/21 10:35,R_1iepfQGqof2a6tk,anonymous,EN,Jenny Murphy,JSAMS,Castro-Pin ̃ero,10.1016/j.jsams.2019.04.008,Muscle strength field-based tests to identify European adolescents at risk of metabolic syndrome: The HELENA study,Other,No,No,,,,,Yes,No,No,,Yes,No,No,No,Yes,Yes,Yes,"Relative (e.g., p < .05)",p <.05,"Yes (e.g., total and group sample sizes provided)",969,No
