StartDate,EndDate,id,journal,author,doi,title,sci_cat,replic,hypo_tested,num_hyp,support,hyp1,hyp2,effect_size,clin_trial,prereg,prereg_link,data_state,open_data,animal,RCT,sig_level,sig_test,pval_sig,pval_type,rel_pval,sample_info,N,N_just,Team Leader Notes
4/27/21 20:35,4/27/21 20:41,Rosie Twomey,EJSS,Sanders,10.1080/17461391.2018.1554706,Physical demands and power profile of different stage types within a cycling grand tour,Sport performance,No,No,,,,,Yes,No,No,,No,,No,No,Yes,No,,,,"Yes (e.g., total and group sample sizes provided)",9,No,"Although they state 9 participants and the number of races, they but don’t mention how the race numbers correspond to the 9 participants. But this goes beyond the scope of the question, so CM agreed yes for sample_info."
4/27/21 20:41,4/27/21 20:48,Rosie Twomey,EJSS,Jabnoun,10.1080/17461391.2018.1527948,Postural control of Parkour athletes compared to recreationally active subjects under different sensory manipulations: A pilot study,Motor learning/control/behavior,No,Yes,1,Full support,"We hypothesised that Parkour athletes would have better postural control than RA subjects, depending on the visual and/or proprioceptive inputs manipulations.","In this study, comparing the balance control of highly skilled Traceurs and RA subjects, we showed that Traceurs have a lower CoPA values and were able to maintain a better balance control specifically in eyes closed condition.",No,No,No,,No,,No,No,Yes,Yes,,A mix: some exact and relative p-value(s),p < .001,"Yes (e.g., total and group sample sizes provided)",20,No,WA moved to full support (vague H). All agree with RT on p values.
4/27/21 20:48,4/27/21 20:56,Rosie Twomey,EJSS,Kampouri,10.1080/17461391.2019.1587520,Prevalence of disordered eating in elite female athletes in team sports in Greece,Other,No,No,,,,,Yes,No,No,,No,,No,No,Yes,Yes,Yes,"Relative (e.g., p < .05)",p < .001,"Yes (e.g., total and group sample sizes provided)",175,No,WA agree on 175 (athletes and non). All agree with WA on p values
4/27/21 20:56,4/27/21 21:04,Rosie Twomey,EJSS,Howle,10.1080/17461391.2019.1601260,Recovery profiles following single and multiple matches per week in professional football,Sport performance,No,Yes,1,Full support,It was hypothesised that multiple matches per week would reduce the recovery profile of players 48 h following the 2nd match.,"Not unexpectedly, multiple matches with &lt;96 h recovery results in suppressed 48 h post-match subjective wellness and TQR, along with reductions in hip adduction squeeze test.",Yes,No,No,,No,,No,No,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p <.05,"Yes (e.g., total and group sample sizes provided)",42,No,"WA moved to full support based on ""not expectedly"""
4/27/21 22:04,4/27/21 22:12,Rosie Twomey,EJSS,Xu,10.1080/17461391.2018.1535625,Relationship between pre-exercise muscle stiffness and muscle damage induced by eccentric exercise,Applied exercise physiology (human),No,No,,,,,Yes,No,No,,No,,No,Yes,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p < .001,"Yes (e.g., total and group sample sizes provided)",50,No,"CM agree 50 analysed, WA agreed %change for effect size."
4/27/21 22:12,4/27/21 22:22,Rosie Twomey,EJSS,Breine,10.1080/17461391.2018.1541256,Running speed-induced changes in foot contact pattern influence impact loading rate,Biomechanics,No,Yes,3,Full support,First hypothesis is that transition runners who transition towards an MF or FF show smaller increases in VILR with increasing running speed compared to non-transition runners who remain with an RF.,We found that runners who transition towards a more anterior foot contact pattern experience smaller increases in VILR than non-transition runners.,Yes,No,No,,No,,No,No,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p < .001,"Yes (e.g., total and group sample sizes provided)",52,No,All agreed on full support (tricky due to abbreviations). CM agreed on p values. WA agreed on data.
4/27/21 22:22,4/27/21 22:57,Rosie Twomey,EJSS,Cross,10.1080/17461391.2019.1595740,Scheduling of training and recovery during the inseason weekly micro-cycle: Insights from team sport practitioners,Other,No,No,,,,,Yes,No,No,,No,,No,No,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p < .001,"Yes (e.g., total and group sample sizes provided)",35,No,
4/27/21 22:57,4/27/21 23:13,Rosie Twomey,EJSS,Lizandra,10.1080/17461391.2018.1548649,Screen time and moderate-to-vigorous physical activity changes and displacement in adolescence: A prospective cohort study,Other,No,Yes,1,Partial support,"""When this factor interacts with wave (time) it allows to test for the main hypothesis of the analysis: the displacement hypothesis.""  According to this hypothesis, the time adolescents devote to SMA displaces the time they participate in PA.","The longitudinal variations in SMA and MVPA from Wave I to Wave II suggest a potential displacement between the time spent in both activities in adolescents. Nevertheless, structural equation modeling (SEM) analyses only reveal a deferred displacement hypothesis between SMA and time spent on MVPA in boys, but not girls... Therefore, this finding suggests a possible displacement of time spent on MVPA towards time adolescents devote to SMA, as recently indicated by Basterfield et al. (2010) in children in the USA, albeit still unclear from which activities they take this time.",Yes,No,No,,No,,No,No,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p < .001,"Yes (e.g., total and group sample sizes provided)",755,No,WA agreed on partial & p values.
4/28/21 11:04,4/28/21 11:48,Rosie Twomey,EJSS,El-Ashker,10.1080/17461391.2019.1574904,Sex-related differences in joint-angle-specific hamstring-to-quadriceps function following fatigue,Biomechanics,No,Yes,2,Full support,"Based on previous findings (El-Ashker et al., 2017) the authors hypothesise that significant sex related differences in H/QFUNCT will be present following fatigue.","Similar to the sex related differences observed preexercise, following fatigue the reduction in H/ QFUNCT ratios were disproportionately greater in females than males with reductions between 40– 60% and 20–33% in females and males… The data reveal that reductions in strength following fatigue are greater in females than their male counterparts",Yes,No,No,,No,,No,No,Yes,Yes,Yes,"Relative (e.g., p < .05)",p <.01,"Yes (e.g., total and group sample sizes provided)",100,No,CM agreed on p values (highested precision)
4/28/21 11:48,4/28/21 12:07,Rosie Twomey,EJSS,Rafiei,10.1080/17461391.2019.1576772,Short-term exercise training reduces glycaemic variability and lowers circulating endothelial microparticles in overweight and obese women at elevated risk of type 2 diabetes,Clinical research,No,Yes,1,Not supported,to test the hypothesis that the increased intensity of exercise performed with HIIT would contribute to superior improvements in glucose control and thereby a decrease in circulating EMPs.,"The results demonstrate that shortterm exercise training lowered glycaemic variability with no change in 24 h average or fasting BG, with no apparent different between HIIT or MICT.",Yes,Yes,No,,No,,No,Yes,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p < .001,"Yes (e.g., total and group sample sizes provided)",15,No,All agree with WA on p values. All agreed on 15 for the main RQ.
4/28/21 21:20,4/28/21 22:36,Rosie Twomey,EJSS,Ringhof,10.1080/17461391.2018.1534992,Short-term slackline training improves taskspecific but not general balance in female handball players,Motor learning/control/behavior,No,Yes,1,Full support,"we hypothesized that slacklining would induce strong improvements in slackline performance, but that slacklining alone would be insufficient to improve balance in a general way","Although we found large task-specific performance gains, our slackline training programme was not effective in improving other measures of static and dynamic balance. Even for very similar balance tasks (Posturomed with and without perturbations), no performance improvements in favour of the SLT group were found. Therefore, the present results confirm our hypothesis that transferability to unlearned balance tasks seems limited.",Yes,No,No,,No,,No,No,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p < .001,"Yes (e.g., total and group sample sizes provided)",25,No,
4/28/21 22:36,4/28/21 22:49,Rosie Twomey,EJSS,Dalecki,10.1080/17461391.2019.1584249,Sport experience is correlated with complex motor skill recovery in youth following concussion,Motor learning/control/behavior,No,No,,,,,Yes,No,No,,Yes,Yes,No,No,Yes,Yes,Yes,"Relative (e.g., p < .05)",p <.01,"Yes (e.g., total and group sample sizes provided)",126,No,"WA agreed on data and sample size. RT typo on p values corrected (CM agreed - code for highest precision). RT agreed that this was not framed as a replication, only briefly mentioned in the discussion"
present study, these deficits lasted approximately 18 months post-concussion," which is in agreement with our previous study.""""""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/21 22:49,4/28/21 23:03,Rosie Twomey,EJSS,Bitchell,10.1080/17461391.2019.1609095,Spring-mass characteristics during human locomotion: Running experience and physiological considerations of blood lactate accumulation,Applied exercise physiology (human),No,Yes,2,Not supported,"It was hypothesised that leg stiffness would reduce in both trained and untrained runners with the accumulation of lactate, yet the associated changes in spring-mass characteristics may differ.","""Contrary to our hypothesis Kleg did not reduce with the accumulation of lactate."" ""The main findings of this study were that trained runners exhibited a significant increase in Kvert from the pre-OBLA to the post-OBLA stages of the running task, while the untrained runners showed no differences.""",Yes,No,No,,No,,No,No,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p < .001,"Yes (e.g., total and group sample sizes provided)",20,No,RT agreed on not supported (second sentence is for the second H).
4/28/21 23:03,4/28/21 23:13,Rosie Twomey,EJSS,ten Haaf,10.1080/17461391.2019.1571112,Submaximal heart rate seems inadequate to prescribe and monitor intensified training,Applied exercise physiology (human),No,Yes,1,Full support,"It was hypothesised that (sub)maximal heart rate would be lower after this period of intensified training, but that this decrease would not be associated with a change in performance.","This study showed that heart rate at submaximal and maximal exercise intensity is lower after an 8-day non-competitive amateur cycling event. However, this decrease is unrelated to the change in performance and does not result in lower V̇O2.",Yes,No,No,,No,,No,No,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p < .001,"Yes (e.g., total and group sample sizes provided)",30,No,WA agreed on H. Agreed with RT on p values.
4/28/21 23:13,4/28/21 23:21,Rosie Twomey,EJSS,Quesada,10.1080/17461391.2018.1556738,"The association of bike fitting with injury, comfort, and pain during cycling: An international retrospective survey",Other,No,Yes,1,Partial support,"We hypothesized that cyclists who performed a professional bike fitting would be the least likely to report injury within the last 12 months, the most likely to report a comfortable body posture while cycling, and the least likely to report pain while cycling.","We found that bike fitting was associated with reporting a comfortable posture and no pain during cycling, regardless of whether adjustment was performed by a professional bike fitting service or by the cyclist. However, no association was found between bike fitting and injury incidence in the last 12 months.",Yes,No,No,,No,,No,No,Yes,Yes,Yes,"Relative (e.g., p < .05)",p < .001,"Yes (e.g., total and group sample sizes provided)",849,No,"Copy & paste error corrected: manuscript title. WA agreed on partial support & effect size. RT agreed on sig tests. Agreed on WA for p values. All agreed on other based on ""sports ergonomics"""
4/28/21 23:21,4/28/21 23:27,Rosie Twomey,EJSS,Preece,10.1080/17461391.2018.1554707,The biomechanical characteristics of high-performance endurance running,Biomechanics,No,Yes,1,Full support,"We sought to test the hypothesis that high-performance overground running is characterised by an increased flight time, a more flexed knee at contact, a forefoot strike pattern and a higher ankle joint moment.","The data supported our hypothesis, showing high-performance running to be characterised by an increased vertical impulse, an increased velocity of the CoM at toe off and a longer flight time. The data also supported the idea that the high-performance runners adopt a predominately forefoot strike pattern, contact the ground with their foot closer to their CoM and generate higher peak ankle moments.",Yes,No,No,,No,,No,No,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p < .001,"Yes (e.g., total and group sample sizes provided)",28,Yes,WA agreed on full support based on authors language & sample size. CM agreed on p values.
4/29/21 18:10,4/29/21 19:50,Rosie Twomey,EJSS,Duncan,10.1080/17461391.2019.1601261,The effect of acute caffeine ingestion on upper and lower body anaerobic exercise performance,Applied exercise physiology (human),No,Yes,1,Partial support,We hypothesised that caffeine ingestion would enhance both mean and peak power both in the lower and upper body WANT.,"The results of the current study suggest that, when upper and lower body exercise data are combined (i.e. a main effect), caffeine ingestion enhances peak power production compared to placebo. Mean power and fatigue index were not significantly different as a consequence of substance ingested or the mode of exercise.",Yes,No,No,,No,,No,Yes,Yes,Yes,Yes,"Exact (e.g., p = .049)",,"Yes (e.g., total and group sample sizes provided)",22,No,RT moved to partial on review. WA agreed on RCT.
4/29/21 19:50,4/29/21 19:57,Rosie Twomey,EJSS,Nouni-Garcia,10.1080/17461391.2019.1577495,The FIFA 11 programme reduces the costs associated with ankle and hamstring injuries in amateur Spanish football players: A retrospective cohort study,Other,No,No,,,,,No,No,No,,No,,No,No,Yes,Yes,Yes,"Exact (e.g., p = .049)",,"Yes (e.g., total and group sample sizes provided)",84,No,
4/29/21 19:57,4/29/21 20:05,Rosie Twomey,EJSS,John,10.1080/17461391.2018.1543455,The influence of biological maturity on motor performance among habitually barefoot versus habitually shod adolescents,Motor learning/control/behavior,No,No,,,,,Yes,No,No,,No,,No,No,Yes,Yes,Yes,"Exact (e.g., p = .049)",,"Yes (e.g., total and group sample sizes provided)",120,No,Recoded as exact
1/0/00 0:00,4/29/21 20:21,Rosie Twomey,EJSS,Petri,10.1080/17461391.2018.1536170,The influence of facial expressions on attack recognition and response behaviour in karate kumite,Other,No,Yes,1,Not supported,"Based on the previous eyetracking studies we expect that attack recognition and response behaviour will decrease when the facial expressions of the attacker are manipulatedbecause the attacker’s face may contain relevant signals, such as movements of mouth and eyebrows indicating effort, and thus, an upcoming attack.",Our work indicates that the disguise of the attacker’s face leads to a better attack recognition and response behaviour.,Yes,No,No,,No,,No,No,Yes,Yes,Yes,"Exact (e.g., p = .049)",,"Yes (e.g., total and group sample sizes provided)",10,No,"RT agreed on exact. Sample size for study A used (10), as relevant to the hypothesis used for other items."
4/29/21 20:21,4/29/21 20:35,Rosie Twomey,EJSS,Clayton,10.1080/17461391.2018.1537379,The influence of hip mobility and quadriceps fatigue on sagittal spinal posture and muscle activation in rugby scrum performance,Biomechanics,No,Yes,4,Unclear or not stated,"It was hypothesised that following the quadriceps fatigue task, (1) spine flexion (in all regions of the spine) would be higher",UNCLEAR,Yes,No,No,,No,,No,No,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p < .001,"Yes (e.g., total and group sample sizes provided)",16,No,All agreed on unclear. WA agree on 4 hypotheses & p values
4/29/21 20:36,4/29/21 20:43,Rosie Twomey,EJSS,Gallicchio,10.1080/17461391.2018.1535626,The influence of physical exercise on the relation between the phase of cardiac cycle and shooting accuracy in biathlon,Sport performance,No,Yes,2,Full support,"First, that the count of best shots (with highest accuracy) and worst shots (with lowest accuracy) differed as a function of the phase of the cardiac cycle.",In line with our hypotheses we found that (a) best and worst shots were fired prevalently in different phases of the cardiac cycle,Yes,No,No,,No,,No,No,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p < .000,"Yes (e.g., total and group sample sizes provided)",13,No,All agree with WA on p values.
4/29/21 20:43,4/29/21 21:51,Rosie Twomey,EJSS,Broos,10.1080/17461391.2018.1529200,The stiffness response of type IIa fibres after eccentric exercise-induced muscle damage is dependent on ACTN3 r577X polymorphism,Applied exercise physiology (human),No,Yes,1,Not supported,"We hypothesised that maximal isometric strength of the quadriceps would drop less after the eccentric exercise in RR genotypes, with lower pain scores and lower levels of muscle damage and regeneration markers compared to the XX group.","Contrary to our hypothesis, the ACTN3 R577X polymorphism did not modify the susceptibility to muscle damage after an eccentric exercise bout of the quadriceps despite an alteration in the visco-elasticity properties of fast muscle fibres exclusively in RR subjects.",Yes,No,No,,No,,No,No,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p < .001,"Yes (e.g., total and group sample sizes provided)",8,No,WA agreed on effect size and data. CM agreed on p values.
4/29/21 21:51,4/29/21 22:07,Rosie Twomey,EJSS,Gaudino,10.1080/17461391.2018.1560507,The time courses of runners’ recovery-stress responses after a mountain ultra-marathon: Do appraisals matter,Sport performance,No,Yes,2,Partial support,we hypothesized that perceived recovery would increase at first and then stabilize or slightly decrease (negative quadratic slope) whereas perceived stress would linearly decrease during the month following the race.,"MGCA results showed significant linear decreases in general, sport-specific and total stress within the month following the UTMB. In contrast with our hypotheses, MGCA results revealed a significant positive quadratic effect of time on sport-specific recovery scores. Thus, sportspecific recovery scores first decreased and then increased during the month following the UTMB – the lowest values of sport-specific recovery were observed seven days after the competition.",Yes,No,No,,No,,No,No,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p < .001,"Yes (e.g., total and group sample sizes provided)",29,Yes,All agreed on partial support based on review. All agreed on sports performance. Agree on p values mix and p<0.001
4/29/21 22:07,4/29/21 22:12,Rosie Twomey,EJSS,Stetter,10.1080/17461391.2018.1563634,Towards a wearable monitoring tool for in-field ice hockey skating performance analysis,Biomechanics,No,Yes,3,Full support,It was hypothesized that accelerometer-derived variables show discriminating effects across (i) skill levels,The study revealed that: (i) the variables CP and SP discriminated between high and low caliber ice hockey players;,Yes,No,No,,No,,No,No,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p < .001,"Yes (e.g., total and group sample sizes provided)",22,No,CM agreed on p values (highest precision). WA agreed on 3. hypotheses
4/29/21 22:12,4/29/21 22:22,Rosie Twomey,EJSS,de Prada,10.1080/17461391.2018.1540659,Training intensity relative to ventilatory thresholds determines cardiorespiratory fitness improvements in sedentary adults with obesity,Applied exercise physiology (human),No,No,,,,,Yes,Yes,No,,No,,No,No,Yes,Yes,Yes,"Exact (e.g., p = .049)",,"Yes (e.g., total and group sample sizes provided)",76,Yes,WA agreed on sample size calc. All agreed to code as exact (One use of p<0.05 in abstract but full p value reported in results.)
4/29/21 22:22,4/29/21 22:27,Rosie Twomey,EJSS,Whitworth-Turner,10.1080/17461391.2018.1536171,Training load and schedule are important determinants of sleep behaviours in youth-soccer players,Other,No,No,,,,,Yes,No,No,,No,,No,No,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p < .001,"Yes (e.g., total and group sample sizes provided)",10,No,
4/29/21 22:27,4/29/21 22:38,Rosie Twomey,EJSS,Skovgaard,10.1080/17461391.2019.1574905,Unprompted vigorous physical activity is associated with higher levels of subsequent sedentary behaviour in participants with low cardiorespiratory fitness: a cross-sectional study,Other,No,Yes,1,Full support,we examined the hypothesis that unprompted VPA bouts associates with a temporary increase in SB.,These results support our hypothesis that VPA associates with a temporary increase in SB.,Yes,No,No,,No,,No,No,Yes,Yes,Yes,"Exact (e.g., p = .049)",,"Yes (e.g., total and group sample sizes provided)",62,No,WA agree on data statement (no). RT agreed on sample size calc (no). CM agreed on sample size (62).
4/29/21 22:38,4/29/21 22:49,Rosie Twomey,EJSS,Beard,10.1080/17461391.2019.1587521,Upper-body repeated-sprint training in hypoxia in international rugby union players,"Environmental physiology (heat, cold, & altitude)",No,Yes,1,Full support,We hypothesized that completing only 4 sessions of upper-body RSH would potentially induce greater enhancement in RSA performance than RSN during an international competition period in senior International rugby union players.,The main findings were that completing repeated double-poling RSH showed a greater improvement in both PPO and MPO in upper-body RSA than RSN in world-level rugby union players.,Yes,No,No,,No,,No,Yes,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p < .001,"Yes (e.g., total and group sample sizes provided)",36,No,"WA agreeds on RCT, all agree with RT on p values"
4/29/21 22:49,4/29/21 22:56,Rosie Twomey,EJSS,Farrow,10.1080/17461391.2018.1542459,Virtual-reality exergaming improves performance during high-intensity interval training,Sport/exercise psychology,No,No,,,,,Yes,No,No,,No,,No,No,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p <.01,"Yes (e.g., total and group sample sizes provided)",16,No,"RT agreed on sample size calc. It is referred to ""As we failed to reach our calculated a-prior sample size"" but not otherwise reported. WA agrees on p values. All agreed on no to clinical trial: it is not a clinical population or a strictly health-focused intervention."
4/29/21 22:56,4/29/21 23:04,Rosie Twomey,EJSS,Micarelli,10.1080/17461391.2019.1571635,Visual dependency and postural control on swing performance in golf players,Motor learning/control/behavior,No,No,,,,,Yes,No,No,,No,,No,No,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p <.05,"Yes (e.g., total and group sample sizes provided)",47,No,CM agreed on 47 for sample size. All agreed with CM on effect size and p values.
4/29/21 23:04,4/29/21 23:09,Rosie Twomey,EJSS,Russell,10.1080/17461391.2019.1618397,What is mental fatigue in elite sport? Perceptions from athletes and staff,Sport/exercise psychology,No,No,,,,,No,No,No,,No,,No,No,No,,,,,"Yes (e.g., total and group sample sizes provided)",32,No,
3/7/21 8:00,3/7/21 8:33,Vanessa Yingling,MSSE,SAEDMOCHESHI,10.1249/MSS.0000000000002054,Aerobic Training and Green Tea Extract Protect against N-methyl-N-nitrosourea–induced Prostate Cancer,Basic physiology (animal and cell physiology),No,No,,,,,No,No,No,,No,,Yes,Yes,Yes,Yes,Yes,"Exact (e.g., p = .049)",,"Yes (e.g., total and group sample sizes provided)",60,No,Decided no effect size
3/9/21 10:18,3/9/21 10:41,Vanessa Yingling,MSSE,HUEBNER,10.1249/MSS.0000000000002037,Age-associated Performance Decline and Sex Differences in Olympic Weightlifting,Epidemiology,No,No,,,,,No,No,No,,No,,No,No,Yes,Yes,Yes,"Exact (e.g., p = .049)",,"Yes (e.g., total and group sample sizes provided)",10225,Yes,"Sci_Cat majority choice, Effect_size resolved, N_just majority, Pval_sig resolved"
3/9/21 10:42,3/9/21 10:55,Vanessa Yingling,MSSE,CLENNIN,10.1249/MSS.0000000000002066,Area-level Socioeconomic Environment and Cardiorespiratory Fitness in Youth,Epidemiology,No,No,,,,,Yes,No,No,,No,,No,No,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p <.05,"Yes (e.g., total and group sample sizes provided)",44078,No,"VY missed exact p-values effect size OR, Sci_Cat majority choice,Effect_size resolved"
3/9/21 10:57,3/9/21 11:14,Vanessa Yingling,MSSE,AENGEVAEREN,10.1249/MSS.0000000000002015,Association between Lifelong Physical Activity and Disease Characteristics in HCM,Clinical research,No,No,,,,,No,No,No,,No,,No,No,Yes,Yes,Yes,"Exact (e.g., p = .049)",,"Yes (e.g., total and group sample sizes provided)",102,No,"Effect_size resolved, N-resolved using number completed, Pval_sig resolved, just resolved"
3/16/21 10:08,3/16/21 11:17,Vanessa Yingling,MSSE,MACMAHON,10.1249/MSS.0000000000001982,Beep Test Performance Is Influenced by 30 Minutes of Cognitive Work,Applied exercise physiology (human),No,Yes,1,Not supported,"we hypothesized that participants would perceive the incongruent 30-min Stroop task to be more cognitively fatiguing, and that beep test performance would be worse in this condition, and perceived as less intrinsically motivated.","This hypothesis was not supported, because there were no significant differences between the two conditions for ratings of “having to” and “wanting to” complete the beep test.",Yes,No,No,,No,,No,Yes,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p <.05,"Yes (e.g., total and group sample sizes provided)",13,Yes,"Authors mention replicating methods in discussion. , Sci_Cat MSSE choice, N-resolved using number completed, Hyp-VY saw text that hyp not supported, Pval_sig resolved, RCT-cross over design"
3/16/21 12:47,3/16/21 13:01,Vanessa Yingling,MSSE,AMPOMAH,10.1249/MSS.0000000000001984,Blood Flow–restricted Exercise Does Not Induce a Cross-Transfer of Effect: A Randomized Controlled Trial,Clinical research,No,No,,,,,Yes,Yes,Yes,NCT02308189,No,,No,Yes,Yes,Yes,Yes,"Exact (e.g., p = .049)",,"Yes (e.g., total and group sample sizes provided)",32,Yes,"Effect_size resolved, N-resolved using number completed, Pval_sig resolved"
3/16/21 13:04,3/16/21 13:17,Vanessa Yingling,MSSE,WHERRY,10.1249/MSS.0000000000001967,Bone Biomarker Response to Walking under Different Thermal Conditions in Older Adults,Clinical research,No,Yes,1,Not supported,We hypothesized that exercise in the warm condition would result in greater increases in serum PTH and CTX (primary outcomes) and a greater sweat volume (secondary outcome) when compared with the cool condition.,"The results do not support this hypothesis. A decrease in serum iCa began 15 min into exercise, and PTH and CTX both began increasing early in exercise, which was likely before substantial sweating had occurred. The estimated sweat volume and the dermal Ca loss were highly variable between participants, and in four participants, sweat loss was undetectable at one or both visits",No,Yes,Yes,NCT02468817,No,,No,No,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p <.05,"Yes (e.g., total and group sample sizes provided)",12,Yes,"Sci_Cat MSSE choice, Effect_size resolved,Hyp-SH had unclear but not supported, agreed with text of CRM& VY,Pval_sig resolved, found sample info and N_just"
3/16/21 13:18,3/16/21 13:27,Vanessa Yingling,MSSE,BOONMAN,10.1249/MSS.0000000000001995,Cardiopulmonary Profile of Individuals with Intellectual Disability,Applied exercise physiology (human),No,Yes,1,Full support,We hypothesize that primarily the HR-related outcomes in the cardiopulmonary profile will be lower in individuals with ID.,"As hypothesized, individuals with ID achieved a lower HRpeak compared with individuals without ID (172 ± 15 vs 191 ± 8 bpm), consistent with previous research (14). Both absolute V˙ O2peak (L·min−1) and V˙ O2peak relative to body weight (mL·kg−1·min−1) were significantly lower in the group of individuals with ID.",No,No,No,,No,,No,No,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p <.05,"Yes (e.g., total and group sample sizes provided)",62,No,"Effect_size resolved, N-resolved using number completed, Hyp-SH missed text in discussion, Pval_sig resolved, No intervention for clin trial,"
3/16/21 13:28,3/16/21 13:45,Vanessa Yingling,MSSE,FLORIDO,10.1249/MSS.0000000000002027,Change in Physical Activity and Cardiac Structure over 10 Years: TheMulti-Ethnic Study of Atherosclerosis,Epidemiology,No,Yes,1,Full support,"we hypothesized that higher levels of baseline and increases in leisure- time PA would be associated with more pronounced changes in cardiac remodeling over time, as assessed by cardiac MRI.","Our findings suggest significant and complex associations of baseline and changes in leisure time PA with changes in cardiac structure, which may be a pathway through which PA leads to reduced cardiovascular events.",Yes,No,No,,No,,No,No,Yes,Yes,Yes,"relative (e.g., p < .05)",p<0.05,"Yes (e.g., total and group sample sizes provided)",2779,No,"Sci_Cat majority choice, Effect_size resolved-relative risk ratio, CRM wrong n, Pval_sig resolved, table 3 with relative "
3/16/21 13:47,3/16/21 13:55,Vanessa Yingling,MSSE,TSUJI,10.1249/MSS.0000000000002050,Community-Level Sports Group Participation and the Risk of Cognitive Impairment,Epidemiology,No,Yes,2,Partial support,we hypothesized that depressive symptoms and walking time were also potential mediators between community-level sports group participation and cognitive impairment.,"However, little change was noted in the effect of community-level sports group participation by adding depression and daily walking time into the statistical model, which suggested the presence of other pathways reducing dementia risk.",Yes,No,No,,No,,No,No,No,,,,,"Yes (e.g., total and group sample sizes provided)",40308,No,"Effect_size resolved,  Hyp-VY & SH missed hyp in discussion, N-resolved using number completed, could not find sign text. SH & VY agree with CRM - post hoc power analysis "
3/16/21 16:40,3/16/21 16:56,Vanessa Yingling,MSSE,RODRÍGUEZ-GÓMEZ,10.1249/MSS.0000000000001972,Compositional Influence of Movement Behaviors on Bone Health during Aging,Applied exercise physiology (human),No,Yes,1,Partial support,The hypothesis was that the longitudinal changes in movement behaviors could have a beneficial effect on bone health regardless of sex.,Our main novel finding was that the changes in combined effects of PA and SB were significantly associated with the changes in spine BMC.,Yes,No,No,,No,,No,No,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p <.05,"Yes (e.g., total and group sample sizes provided)",192,No,"Sci_Cat majority choice, Effect_size resolved- figure, hyp-after discussion agree on partial, N-resolved using number completed, Table 3 has exact p values --> mixed"
3/16/21 17:08,3/16/21 17:15,Vanessa Yingling,MSSE,LAROUCHE,10.1249/MSS.0000000000002089,Correlates of Children’s Physical Activity: A Canadian Multisite Study,Epidemiology,No,No,,,,,Yes,No,No,,No,,No,No,Yes,Yes,Yes,"Exact (e.g., p = .049)",,"Yes (e.g., total and group sample sizes provided)",1699,Yes,"Sci_Cat majority choice, Effect_size resolved-ICC, N-resolved using number completed, Pval_sig resolved, all literal for p value type"
3/16/21 17:15,3/16/21 17:24,Vanessa Yingling,MSSE,KOUVELIOTI,10.1249/MSS.0000000000002076,Cytokine and Sclerostin Response to High-Intensity Interval Running versus Cycling,Applied exercise physiology (human),No,Yes,1,Full support,"It was hypothesized that all inflammatory cytokines will increase postexercise, with and without impact, and that this response will be associatedwith corresponding increases in serumsclerostin.","The results demonstrated that in general, inflammatory cytokines and sclerostin significantly increased postexercise in both trials.",Yes,Yes,No,,No,,No,No,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p <.05,"Yes (e.g., total and group sample sizes provided)",38,No,"Hyp-SH looking for ""hypothesis"" in discussion, decided that inflamation a health marker, Fig 4 p<0.05"
