"","id","journal","author","doi","title","sci_cat","replic","hypo_tested","num_hyp","support","hyp1","hyp2","effect_size","clin_trial","prereg","prereg_link","data_state","open_data","animal","rct","sig_level","sig_test","pval_sig","pval_type","rel_pval","sample_info","n","n_just","team_leader_notes","a_doi","di_sup"
"56","Rosie_Twomey","EJSS","Bezodis","10.1080/17461391.2018.1519039","Kicking foot swing planes and support leg kinematics in rugby place kicking: Differences between accurate and inaccurate kickers","Biomechanics","No","No",NA,NA,NA,NA,"Yes","No","No",NA,"No",NA,"No","No","No",NA,NA,NA,NA,"Yes (e.g., total and group sample sizes provided)",33,"No","RT error on data statement corrected.","bezodis_10.1080/17461391.2018.1519039",NA
"57","Rosie_Twomey","EJSS","Macadam","10.1080/17461391.2019.1575475","Kinematic and kinetic differences in block and split-stance standing starts during 30 m sprintrunning","Biomechanics","No","Yes",1,"Partial support","It was hypothesised that block starts of sub-elite sprinters would result in faster sprint times due to greater propulsive forces generated from block take-off, compared to standing starts.","""The main findings of this study were (1) block start sprints result in significantly faster 5 m (5.0%, ES = 0.89) and 10 m (3.5%, ES = 0.82) times, but not at the 20 and 30 m mark; (2) no significant between-group / start differences were found in any step kinematic measures; and, (3) block starts resulted in a significantly (p &lt; .001) greater amount of propulsive impulse (6.8%, ES = 1.35) and net anterior-posterior impulse (6.5%, ES = 1.12) during steps 1–4."" ""Although we hypothesised that block starts would result in faster sprint times, the current study demonstrates that block starts were only significantly faster than standing starts up to 10 m""","Yes","No","No",NA,"No",NA,"No","No","Yes","Yes","Yes","A mix: some exact and relative p-value(s)","p < .001","Yes (e.g., total and group sample sizes provided)",14,"No",". CM agreed on p values (highest precision).","macadam_10.1080/17461391.2019.1575475","Y"
"58","Rosie_Twomey","EJSS","Zago","10.1080/17461391.2019.1578416","Kinematic effects of repeated turns while running","Biomechanics","No","Yes",1,"Full support","We hypothesize that, in response to progressing muscular fatigue, joint kinematics may shift toward patterns potentially harmful for the integrity of knee ligaments.","The main finding of the current study is the substantial reduction of hip and knee flexion, as well as the increase of hip adduction and hip internal rotation, induced by the repetition of 180°-turns during a high-intensity shuttle running exercise. The observed kinematic changes were previously suggested as potentially increasing the risk of ACL and MCL injury in cutting tasks","Yes","No","No",NA,"No",NA,"No","No","Yes","Yes","Yes","A mix: some exact and relative p-value(s)","p < .001","Yes (e.g., total and group sample sizes provided)",20,"Yes","WA agreed on full support and no data. All agreed on RTs p vlaues.","zago_10.1080/17461391.2019.1578416","Y"
"59","Rosie_Twomey","EJSS","Fuller","10.1080/17461391.2018.1505958","Longer-term effects of minimalist shoes on running performance, strength and bone density: A 20-week follow-up study","Sport performance","No","Yes",2,"Partial support","It was hypothesised that running in minimalist shoes would improve running economy, performance and PFS, and increase BMD in the metatarsals more than conventional shoes.","Contrary to our hypothesis, minimalist shoes did not improve running performance and economy, or increase metatarsal BMD at the end of the transition. Consistent with our hypothesis, runners with greater weekly training distance improved PFS more in minimalist than conventional shoes","Yes","Yes","Yes","Australian New Zealand Clinical Trials Registry (ACTRN12613000642785)","No",NA,"No","Yes","Yes","Yes","Yes","A mix: some exact and relative p-value(s)","p < .001","Yes (e.g., total and group sample sizes provided)",39,"Yes","Copy & paste error corrected: manuscript title. All agreed on sci_cat.","fuller_10.1080/17461391.2018.1505958","Y"
"60","Rosie_Twomey","EJSS","Díaz","10.1080/17461391.2019.1596165","Men vs. women world marathon records’ pacing strategies from 1998 to 2018","Sport performance","No","Yes",1,"Not supported","We hypothesised that female world records were achieved with more uniform patterns than male records.","female athletes used a less uniform pacing throughout the competition","Yes","No","No",NA,"Yes","No","No","No","Yes","Yes","Yes","Exact (e.g., p = .049)",NA,"Yes (e.g., total and group sample sizes provided)",18,"No","WA agreed on sample size (18 as the best available option).","díaz_10.1080/17461391.2019.1596165","N"
"61","Rosie_Twomey","EJSS","Troester","10.1080/17461391.2019.1606941","Monitoring residual 36 h post-match neuromuscular fatigue in rugby union; a role for postural control?","Biomechanics","No","Yes",1,"Partial support","It was hypothesised that single-leg balance and landing measures would still be impaired at 36 h post-match, and that impairment would be greater in the higher load group compared to lower load group.","Consequently, measures were mostly trivial between rested and 36 h post-match, though possibly small decreases in IMP and moderate impairment in SVD were reported in the higher load group. These observations at 36 h post-match suggest most PC measures have returned to normal, though some impairments in SV and IMP remain evident following higher match loads.","Yes","No","No",NA,"No",NA,"No","No","No",NA,NA,NA,NA,"Yes (e.g., total and group sample sizes provided)",27,"No","All agreed on 1 hypothesis & partial support.","troester_10.1080/17461391.2019.1606941","Y"
"62","Rosie_Twomey","EJSS","Teixeira","10.1080/17461391.2018.1552723","No effect of HMB or α-HICA supplementation on training-induced changes in body composition","Applied exercise physiology (human)","No","Yes",1,"Not supported","our hypothesis was that participants, in an estimated positive energy balance consuming sufficient protein, would benefit from supplementation with leucine metabolites – HMB-FA, α-HICA and HMB-Ca to improve body composition during a program of RET.","No differences were found between groups with either supplement or placebo for RRT-induced increase in FFM or decrease in FM, with only a small increase in trunk FFM being reported, due to training.","Yes","Yes","Yes","clinicaltrials.gov NCT03511092","No",NA,"No","Yes","Yes","Yes","Yes","Relative (e.g., p < .05)","p < .001","Yes (e.g., total and group sample sizes provided)",40,"Yes","All agree on exercise phys. WA agrees on effect size & clinical trial. All agree with CM on sample size (in abstract). CM agrees on p values","teixeira_10.1080/17461391.2018.1552723","N"
"63","Rosie_Twomey","EJSS","Gil-Rey","10.1080/17461391.2018.1539528","Objectively measured absolute and relative physical activity intensity levels in postmenopausal women","Other","No","Yes",1,"Partial support","to verify if high-fit women record higher PA levels, especially MVPA, compared to women with lower fitness level.","Our findings demonstrated that high-fit women were 1 h less sedentary, recorded ∼3000 more daily steps and twice as much time at MVPA compared to low-fit individuals using absolute intensity cut-points. However, when PA intensity cut-points were individually tailored according to LT, the time spent at MVPA was significantly reduced by 60% in high-fit and by 40% in low-fit groups, showing no difference in the time spent at MVPA between groups.","Yes","No","Yes","ClinicalTrials.gov PRS (NCT02984553)","No",NA,"No","No","Yes","Yes","Yes","A mix: some exact and relative p-value(s)","p < .001","Yes (e.g., total and group sample sizes provided)",75,"No","RT agreed on effect sizes. RT took to team leaders who agreed with RT that this should be considered a hypothesis. All agreed with CM that there was no sample size justification (post hoc power only).","gil-rey_10.1080/17461391.2018.1539528","Y"
"64","Rosie_Twomey","EJSS","Zwierko","10.1080/17461391.2018.1538391","Oculomotor dynamics in skilled soccer players: The effects of sport expertise and strenuous physical effort","Motor learning/control/behavior","No","Yes",2,"Full support","We hypothesized that increased sport experience can improve oculomotor function in skilled soccer players, where athletes demonstrate higher saccadic movement efficiency than non-athletes.","The findings in our study indicated that non-athletes compared to athletes have lower values of (1) average saccade acceleration, (2) peak acceleration, (3) peak deceleration and (4) average saccade velocity.","Yes","No","No",NA,"No",NA,"No","No","Yes","Yes","Yes","Exact (e.g., p = .049)",NA,"Yes (e.g., total and group sample sizes provided)",36,"No","WA agreed on 2 and full support.","zwierko_10.1080/17461391.2018.1538391","Y"
"65","Rosie_Twomey","EJSS","Moss","10.1080/17461391.2018.1552722","Pacing during a cross-country mountain bike mass-participation event according to race performance, experience, age and sex","Sport performance","No","No",NA,NA,NA,NA,"Yes","No","No",NA,"Yes","No","No","No","Yes","Yes","Yes","Relative (e.g., p < .05)","p < .001","Yes (e.g., total and group sample sizes provided)",8182,"No","CM agreed on p values (highest precision). CM agreed on yes, no for open data: The data is openly available but not in a raw format that can be immediately analysed as described in the study.","moss_10.1080/17461391.2018.1552722",NA
"66","Rosie_Twomey","EJSS","Baldassarre","10.1080/17461391.2018.1527946","Pacing profile in the main international openwater swimming competitions","Sport performance","No","Yes",1,"Partial support","We hypothesized that all OW-swimmers, independently on performance level, would adopt a negative pacing during the 5-, 10- and 25-km race.","""The main finding of the present study supports our hypothesis, that both male and female fastest swimmers adopted a negative pacing compared with the slower swimmers."" ""On the contrary, the slowest swimmers adopted a positive or an even pacing.""","No","No","No",NA,"Yes","No","No","No","Yes","Yes","Yes","A mix: some exact and relative p-value(s)","p < .001","Yes (e.g., total and group sample sizes provided)",1197,"No","All agreed on partial support (authors use both support and on the contrary, for one hypothesis). All agreed on data and no open data.","baldassarre_10.1080/17461391.2018.1527946","Y"
"67","Rosie_Twomey","EJSS","Wilson","10.1080/17461391.2018.1551424","Parental sport achievement and the development of athlete expertise","Other","No","Yes",3,"Full support","we formulated the following preliminary hypotheses: (1) higher levels of parental sport participation would be associated with higher athlete skill,","Significant associations showed both parental sport participation and skill level to be higher among elite athletes compared to lowerskilled athletes.","Yes","No","No",NA,"No",NA,"No","No","Yes","Yes","Yes","Exact (e.g., p = .049)",NA,"Yes (e.g., total and group sample sizes provided)",229,"No","All agreed on 'other'","wilson_10.1080/17461391.2018.1551424","Y"
"68","Rosie_Twomey","EJSS","0","10.1080/17461391.2018.1545051","Pattern recall, decision making and talent identification in rugby union","Sport/exercise psychology","No","Yes",2,"Not supported","it was hypothesized that backs would display more accurate recall of scrum and lineout patterns.","The ANOVA suggested there were no differences between accuracy scores on the different stimuli types, both generally and by playing position (ps &gt; .05).","Yes","No","No",NA,"No",NA,"No","No","Yes","Yes","Yes","A mix: some exact and relative p-value(s)","p < .001","Yes (e.g., total and group sample sizes provided)",57,"No","WA agreed on hypoth, effect size, RT error on animal. All agree with WA on p values.","0_10.1080/17461391.2018.1545051","N"
"69","Rosie_Twomey","EJSS","Sanders","10.1080/17461391.2018.1554706","Physical demands and power profile of different stage types within a cycling grand tour","Sport performance","No","No",NA,NA,NA,NA,"Yes","No","No",NA,"No",NA,"No","No","Yes","No",NA,NA,NA,"Yes (e.g., total and group sample sizes provided)",9,"No","Although they state 9 participants and the number of races, they but don’t mention how the race numbers correspond to the 9 participants. But this goes beyond the scope of the question, so CM agreed yes for sample_info.","sanders_10.1080/17461391.2018.1554706",NA
"70","Rosie_Twomey","EJSS","Jabnoun","10.1080/17461391.2018.1527948","Postural control of Parkour athletes compared to recreationally active subjects under different sensory manipulations: A pilot study","Motor learning/control/behavior","No","Yes",1,"Full support","We hypothesised that Parkour athletes would have better postural control than RA subjects, depending on the visual and/or proprioceptive inputs manipulations.","In this study, comparing the balance control of highly skilled Traceurs and RA subjects, we showed that Traceurs have a lower CoPA values and were able to maintain a better balance control specifically in eyes closed condition.","No","No","No",NA,"No",NA,"No","No","Yes","Yes",NA,"A mix: some exact and relative p-value(s)","p < .001","Yes (e.g., total and group sample sizes provided)",20,"No","WA moved to full support (vague H). All agree with RT on p values.","jabnoun_10.1080/17461391.2018.1527948","Y"
"71","Rosie_Twomey","EJSS","Kampouri","10.1080/17461391.2019.1587520","Prevalence of disordered eating in elite female athletes in team sports in Greece","Other","No","No",NA,NA,NA,NA,"Yes","No","No",NA,"No",NA,"No","No","Yes","Yes","Yes","Relative (e.g., p < .05)","p < .001","Yes (e.g., total and group sample sizes provided)",175,"No","WA agree on 175 (athletes and non). All agree with WA on p values","kampouri_10.1080/17461391.2019.1587520",NA
"72","Rosie_Twomey","EJSS","Howle","10.1080/17461391.2019.1601260","Recovery profiles following single and multiple matches per week in professional football","Sport performance","No","Yes",1,"Full support","It was hypothesised that multiple matches per week would reduce the recovery profile of players 48 h following the 2nd match.","Not unexpectedly, multiple matches with &lt;96 h recovery results in suppressed 48 h post-match subjective wellness and TQR, along with reductions in hip adduction squeeze test.","Yes","No","No",NA,"No",NA,"No","No","Yes","Yes","Yes","A mix: some exact and relative p-value(s)","p <.05","Yes (e.g., total and group sample sizes provided)",42,"No","WA moved to full support based on ""not expectedly""","howle_10.1080/17461391.2019.1601260","Y"
"73","Rosie_Twomey","EJSS","Xu","10.1080/17461391.2018.1535625","Relationship between pre-exercise muscle stiffness and muscle damage induced by eccentric exercise","Applied exercise physiology (human)","No","No",NA,NA,NA,NA,"Yes","No","No",NA,"No",NA,"No","Yes","Yes","Yes","Yes","A mix: some exact and relative p-value(s)","p < .001","Yes (e.g., total and group sample sizes provided)",50,"No","CM agree 50 analysed, WA agreed %change for effect size.","xu_10.1080/17461391.2018.1535625",NA
"74","Rosie_Twomey","EJSS","Breine","10.1080/17461391.2018.1541256","Running speed-induced changes in foot contact pattern influence impact loading rate","Biomechanics","No","Yes",3,"Full support","First hypothesis is that transition runners who transition towards an MF or FF show smaller increases in VILR with increasing running speed compared to non-transition runners who remain with an RF.","We found that runners who transition towards a more anterior foot contact pattern experience smaller increases in VILR than non-transition runners.","Yes","No","No",NA,"No",NA,"No","No","Yes","Yes","Yes","A mix: some exact and relative p-value(s)","p < .001","Yes (e.g., total and group sample sizes provided)",52,"No","All agreed on full support (tricky due to abbreviations). CM agreed on p values. WA agreed on data.","breine_10.1080/17461391.2018.1541256","Y"
"75","Rosie_Twomey","EJSS","Cross","10.1080/17461391.2019.1595740","Scheduling of training and recovery during the inseason weekly micro-cycle: Insights from team sport practitioners","Other","No","No",NA,NA,NA,NA,"Yes","No","No",NA,"No",NA,"No","No","Yes","Yes","Yes","A mix: some exact and relative p-value(s)","p < .001","Yes (e.g., total and group sample sizes provided)",35,"No",NA,"cross_10.1080/17461391.2019.1595740",NA
"76","Rosie_Twomey","EJSS","Lizandra","10.1080/17461391.2018.1548649","Screen time and moderate-to-vigorous physical activity changes and displacement in adolescence: A prospective cohort study","Other","No","Yes",1,"Partial support","""When this factor interacts with wave (time) it allows to test for the main hypothesis of the analysis: the displacement hypothesis.""  According to this hypothesis, the time adolescents devote to SMA displaces the time they participate in PA.","The longitudinal variations in SMA and MVPA from Wave I to Wave II suggest a potential displacement between the time spent in both activities in adolescents. Nevertheless, structural equation modeling (SEM) analyses only reveal a deferred displacement hypothesis between SMA and time spent on MVPA in boys, but not girls... Therefore, this finding suggests a possible displacement of time spent on MVPA towards time adolescents devote to SMA, as recently indicated by Basterfield et al. (2010) in children in the USA, albeit still unclear from which activities they take this time.","Yes","No","No",NA,"No",NA,"No","No","Yes","Yes","Yes","A mix: some exact and relative p-value(s)","p < .001","Yes (e.g., total and group sample sizes provided)",755,"No","WA agreed on partial & p values.","lizandra_10.1080/17461391.2018.1548649","Y"
"77","Rosie_Twomey","EJSS","El-Ashker","10.1080/17461391.2019.1574904","Sex-related differences in joint-angle-specific hamstring-to-quadriceps function following fatigue","Biomechanics","No","Yes",2,"Full support","Based on previous findings (El-Ashker et al., 2017) the authors hypothesise that significant sex related differences in H/QFUNCT will be present following fatigue.","Similar to the sex related differences observed preexercise, following fatigue the reduction in H/ QFUNCT ratios were disproportionately greater in females than males with reductions between 40– 60% and 20–33% in females and males… The data reveal that reductions in strength following fatigue are greater in females than their male counterparts","Yes","No","No",NA,"No",NA,"No","No","Yes","Yes","Yes","Relative (e.g., p < .05)","p <.01","Yes (e.g., total and group sample sizes provided)",100,"No","CM agreed on p values (highested precision)","el-ashker_10.1080/17461391.2019.1574904","Y"
"78","Rosie_Twomey","EJSS","Rafiei","10.1080/17461391.2019.1576772","Short-term exercise training reduces glycaemic variability and lowers circulating endothelial microparticles in overweight and obese women at elevated risk of type 2 diabetes","Clinical research","No","Yes",1,"Not supported","to test the hypothesis that the increased intensity of exercise performed with HIIT would contribute to superior improvements in glucose control and thereby a decrease in circulating EMPs.","The results demonstrate that shortterm exercise training lowered glycaemic variability with no change in 24 h average or fasting BG, with no apparent different between HIIT or MICT.","Yes","Yes","No",NA,"No",NA,"No","Yes","Yes","Yes","Yes","A mix: some exact and relative p-value(s)","p < .001","Yes (e.g., total and group sample sizes provided)",15,"No","All agree with WA on p values. All agreed on 15 for the main RQ.","rafiei_10.1080/17461391.2019.1576772","N"
"79","Rosie_Twomey","EJSS","Ringhof","10.1080/17461391.2018.1534992","Short-term slackline training improves taskspecific but not general balance in female handball players","Motor learning/control/behavior","No","Yes",1,"Full support","we hypothesized that slacklining would induce strong improvements in slackline performance, but that slacklining alone would be insufficient to improve balance in a general way","Although we found large task-specific performance gains, our slackline training programme was not effective in improving other measures of static and dynamic balance. Even for very similar balance tasks (Posturomed with and without perturbations), no performance improvements in favour of the SLT group were found. Therefore, the present results confirm our hypothesis that transferability to unlearned balance tasks seems limited.","Yes","No","No",NA,"No",NA,"No","No","Yes","Yes","Yes","A mix: some exact and relative p-value(s)","p < .001","Yes (e.g., total and group sample sizes provided)",25,"No",NA,"ringhof_10.1080/17461391.2018.1534992","Y"
"80","Rosie_Twomey","EJSS","Dalecki","10.1080/17461391.2019.1584249","Sport experience is correlated with complex motor skill recovery in youth following concussion","Motor learning/control/behavior","No","No",NA,NA,NA,NA,"Yes","No","No",NA,"Yes","Yes","No","No","Yes","Yes","Yes","Relative (e.g., p < .05)","p <.01","Yes (e.g., total and group sample sizes provided)",126,"No","WA agreed on data and sample size. RT typo on p values corrected (CM agreed - code for highest precision). RT agreed that this was not framed as a replication, only briefly mentioned in the discussion","dalecki_10.1080/17461391.2019.1584249",NA
"81","Rosie_Twomey","EJSS","Bitchell","10.1080/17461391.2019.1609095","Spring-mass characteristics during human locomotion: Running experience and physiological considerations of blood lactate accumulation","Applied exercise physiology (human)","No","Yes",2,"Not supported","It was hypothesised that leg stiffness would reduce in both trained and untrained runners with the accumulation of lactate, yet the associated changes in spring-mass characteristics may differ.","""Contrary to our hypothesis Kleg did not reduce with the accumulation of lactate."" ""The main findings of this study were that trained runners exhibited a significant increase in Kvert from the pre-OBLA to the post-OBLA stages of the running task, while the untrained runners showed no differences.""","Yes","No","No",NA,"No",NA,"No","No","Yes","Yes","Yes","A mix: some exact and relative p-value(s)","p < .001","Yes (e.g., total and group sample sizes provided)",20,"No","RT agreed on not supported (second sentence is for the second H).","bitchell_10.1080/17461391.2019.1609095","N"
"82","Rosie_Twomey","EJSS","ten Haaf","10.1080/17461391.2019.1571112","Submaximal heart rate seems inadequate to prescribe and monitor intensified training","Applied exercise physiology (human)","No","Yes",1,"Full support","It was hypothesised that (sub)maximal heart rate would be lower after this period of intensified training, but that this decrease would not be associated with a change in performance.","This study showed that heart rate at submaximal and maximal exercise intensity is lower after an 8-day non-competitive amateur cycling event. However, this decrease is unrelated to the change in performance and does not result in lower V̇O2.","Yes","No","No",NA,"No",NA,"No","No","Yes","Yes","Yes","A mix: some exact and relative p-value(s)","p < .001","Yes (e.g., total and group sample sizes provided)",30,"No","WA agreed on H. Agreed with RT on p values.","ten haaf_10.1080/17461391.2019.1571112","Y"
"83","Rosie_Twomey","EJSS","Quesada","10.1080/17461391.2018.1556738","The association of bike fitting with injury, comfort, and pain during cycling: An international retrospective survey","Other","No","Yes",1,"Partial support","We hypothesized that cyclists who performed a professional bike fitting would be the least likely to report injury within the last 12 months, the most likely to report a comfortable body posture while cycling, and the least likely to report pain while cycling.","We found that bike fitting was associated with reporting a comfortable posture and no pain during cycling, regardless of whether adjustment was performed by a professional bike fitting service or by the cyclist. However, no association was found between bike fitting and injury incidence in the last 12 months.","Yes","No","No",NA,"No",NA,"No","No","Yes","Yes","Yes","Relative (e.g., p < .05)","p < .001","Yes (e.g., total and group sample sizes provided)",849,"No","Copy & paste error corrected: manuscript title. WA agreed on partial support & effect size. RT agreed on sig tests. Agreed on WA for p values. All agreed on other based on ""sports ergonomics""","quesada_10.1080/17461391.2018.1556738","Y"
"84","Rosie_Twomey","EJSS","Preece","10.1080/17461391.2018.1554707","The biomechanical characteristics of high-performance endurance running","Biomechanics","No","Yes",1,"Full support","We sought to test the hypothesis that high-performance overground running is characterised by an increased flight time, a more flexed knee at contact, a forefoot strike pattern and a higher ankle joint moment.","The data supported our hypothesis, showing high-performance running to be characterised by an increased vertical impulse, an increased velocity of the CoM at toe off and a longer flight time. The data also supported the idea that the high-performance runners adopt a predominately forefoot strike pattern, contact the ground with their foot closer to their CoM and generate higher peak ankle moments.","Yes","No","No",NA,"No",NA,"No","No","Yes","Yes","Yes","A mix: some exact and relative p-value(s)","p < .001","Yes (e.g., total and group sample sizes provided)",28,"Yes","WA agreed on full support based on authors language & sample size. CM agreed on p values.","preece_10.1080/17461391.2018.1554707","Y"
"85","Rosie_Twomey","EJSS","Duncan","10.1080/17461391.2019.1601261","The effect of acute caffeine ingestion on upper and lower body anaerobic exercise performance","Applied exercise physiology (human)","No","Yes",1,"Partial support","We hypothesised that caffeine ingestion would enhance both mean and peak power both in the lower and upper body WANT.","The results of the current study suggest that, when upper and lower body exercise data are combined (i.e. a main effect), caffeine ingestion enhances peak power production compared to placebo. Mean power and fatigue index were not significantly different as a consequence of substance ingested or the mode of exercise.","Yes","No","No",NA,"No",NA,"No","Yes","Yes","Yes","Yes","Exact (e.g., p = .049)",NA,"Yes (e.g., total and group sample sizes provided)",22,"No","RT moved to partial on review. WA agreed on RCT.","duncan_10.1080/17461391.2019.1601261","Y"
"86","Rosie_Twomey","EJSS","Nouni-Garcia","10.1080/17461391.2019.1577495","The FIFA 11 programme reduces the costs associated with ankle and hamstring injuries in amateur Spanish football players: A retrospective cohort study","Other","No","No",NA,NA,NA,NA,"No","No","No",NA,"No",NA,"No","No","Yes","Yes","Yes","Exact (e.g., p = .049)",NA,"Yes (e.g., total and group sample sizes provided)",84,"No",NA,"nouni-garcia_10.1080/17461391.2019.1577495",NA
"87","Rosie_Twomey","EJSS","John","10.1080/17461391.2018.1543455","The influence of biological maturity on motor performance among habitually barefoot versus habitually shod adolescents","Motor learning/control/behavior","No","No",NA,NA,NA,NA,"Yes","No","No",NA,"No",NA,"No","No","Yes","Yes","Yes","Exact (e.g., p = .049)",NA,"Yes (e.g., total and group sample sizes provided)",120,"No","Recoded as exact","john_10.1080/17461391.2018.1543455",NA
"88","Rosie_Twomey","EJSS","Petri","10.1080/17461391.2018.1536170","The influence of facial expressions on attack recognition and response behaviour in karate kumite","Other","No","Yes",1,"Not supported","Based on the previous eyetracking studies we expect that attack recognition and response behaviour will decrease when the facial expressions of the attacker are manipulatedbecause the attacker’s face may contain relevant signals, such as movements of mouth and eyebrows indicating effort, and thus, an upcoming attack.","Our work indicates that the disguise of the attacker’s face leads to a better attack recognition and response behaviour.","Yes","No","No",NA,"No",NA,"No","No","Yes","Yes","Yes","Exact (e.g., p = .049)",NA,"Yes (e.g., total and group sample sizes provided)",10,"No","RT agreed on exact. Sample size for study A used (10), as relevant to the hypothesis used for other items.","petri_10.1080/17461391.2018.1536170","N"
"89","Rosie_Twomey","EJSS","Clayton","10.1080/17461391.2018.1537379","The influence of hip mobility and quadriceps fatigue on sagittal spinal posture and muscle activation in rugby scrum performance","Biomechanics","No","Yes",4,"Unclear or not stated","It was hypothesised that following the quadriceps fatigue task, (1) spine flexion (in all regions of the spine) would be higher","UNCLEAR","Yes","No","No",NA,"No",NA,"No","No","Yes","Yes","Yes","A mix: some exact and relative p-value(s)","p < .001","Yes (e.g., total and group sample sizes provided)",16,"No","All agreed on unclear. WA agree on 4 hypotheses & p values","clayton_10.1080/17461391.2018.1537379",NA
"90","Rosie_Twomey","EJSS","Gallicchio","10.1080/17461391.2018.1535626","The influence of physical exercise on the relation between the phase of cardiac cycle and shooting accuracy in biathlon","Sport performance","No","Yes",2,"Full support","First, that the count of best shots (with highest accuracy) and worst shots (with lowest accuracy) differed as a function of the phase of the cardiac cycle.","In line with our hypotheses we found that (a) best and worst shots were fired prevalently in different phases of the cardiac cycle","Yes","No","No",NA,"No",NA,"No","No","Yes","Yes","Yes","A mix: some exact and relative p-value(s)","p < .000","Yes (e.g., total and group sample sizes provided)",13,"No","All agree with WA on p values.","gallicchio_10.1080/17461391.2018.1535626","Y"
"91","Rosie_Twomey","EJSS","Broos","10.1080/17461391.2018.1529200","The stiffness response of type IIa fibres after eccentric exercise-induced muscle damage is dependent on ACTN3 r577X polymorphism","Applied exercise physiology (human)","No","Yes",1,"Not supported","We hypothesised that maximal isometric strength of the quadriceps would drop less after the eccentric exercise in RR genotypes, with lower pain scores and lower levels of muscle damage and regeneration markers compared to the XX group.","Contrary to our hypothesis, the ACTN3 R577X polymorphism did not modify the susceptibility to muscle damage after an eccentric exercise bout of the quadriceps despite an alteration in the visco-elasticity properties of fast muscle fibres exclusively in RR subjects.","Yes","No","No",NA,"No",NA,"No","No","Yes","Yes","Yes","A mix: some exact and relative p-value(s)","p < .001","Yes (e.g., total and group sample sizes provided)",8,"No","WA agreed on effect size and data. CM agreed on p values.","broos_10.1080/17461391.2018.1529200","N"
"92","Rosie_Twomey","EJSS","Gaudino","10.1080/17461391.2018.1560507","The time courses of runners’ recovery-stress responses after a mountain ultra-marathon: Do appraisals matter","Sport performance","No","Yes",2,"Partial support","we hypothesized that perceived recovery would increase at first and then stabilize or slightly decrease (negative quadratic slope) whereas perceived stress would linearly decrease during the month following the race.","MGCA results showed significant linear decreases in general, sport-specific and total stress within the month following the UTMB. In contrast with our hypotheses, MGCA results revealed a significant positive quadratic effect of time on sport-specific recovery scores. Thus, sportspecific recovery scores first decreased and then increased during the month following the UTMB – the lowest values of sport-specific recovery were observed seven days after the competition.","Yes","No","No",NA,"No",NA,"No","No","Yes","Yes","Yes","A mix: some exact and relative p-value(s)","p < .001","Yes (e.g., total and group sample sizes provided)",29,"Yes","All agreed on partial support based on review. All agreed on sports performance. Agree on p values mix and p<0.001","gaudino_10.1080/17461391.2018.1560507","Y"
"93","Rosie_Twomey","EJSS","Stetter","10.1080/17461391.2018.1563634","Towards a wearable monitoring tool for in-field ice hockey skating performance analysis","Biomechanics","No","Yes",3,"Full support","It was hypothesized that accelerometer-derived variables show discriminating effects across (i) skill levels","The study revealed that: (i) the variables CP and SP discriminated between high and low caliber ice hockey players;","Yes","No","No",NA,"No",NA,"No","No","Yes","Yes","Yes","A mix: some exact and relative p-value(s)","p < .001","Yes (e.g., total and group sample sizes provided)",22,"No","CM agreed on p values (highest precision). WA agreed on 3. hypotheses","stetter_10.1080/17461391.2018.1563634","Y"
"94","Rosie_Twomey","EJSS","de Prada","10.1080/17461391.2018.1540659","Training intensity relative to ventilatory thresholds determines cardiorespiratory fitness improvements in sedentary adults with obesity","Applied exercise physiology (human)","No","No",NA,NA,NA,NA,"Yes","Yes","No",NA,"No",NA,"No","No","Yes","Yes","Yes","Exact (e.g., p = .049)",NA,"Yes (e.g., total and group sample sizes provided)",76,"Yes","WA agreed on sample size calc. All agreed to code as exact (One use of p<0.05 in abstract but full p value reported in results.)","de prada_10.1080/17461391.2018.1540659",NA
"95","Rosie_Twomey","EJSS","Whitworth-Turner","10.1080/17461391.2018.1536171","Training load and schedule are important determinants of sleep behaviours in youth-soccer players","Other","No","No",NA,NA,NA,NA,"Yes","No","No",NA,"No",NA,"No","No","Yes","Yes","Yes","A mix: some exact and relative p-value(s)","p < .001","Yes (e.g., total and group sample sizes provided)",10,"No",NA,"whitworth-turner_10.1080/17461391.2018.1536171",NA
"96","Rosie_Twomey","EJSS","Skovgaard","10.1080/17461391.2019.1574905","Unprompted vigorous physical activity is associated with higher levels of subsequent sedentary behaviour in participants with low cardiorespiratory fitness: a cross-sectional study","Other","No","Yes",1,"Full support","we examined the hypothesis that unprompted VPA bouts associates with a temporary increase in SB.","These results support our hypothesis that VPA associates with a temporary increase in SB.","Yes","No","No",NA,"No",NA,"No","No","Yes","Yes","Yes","Exact (e.g., p = .049)",NA,"Yes (e.g., total and group sample sizes provided)",62,"No","WA agree on data statement (no). RT agreed on sample size calc (no). CM agreed on sample size (62).","skovgaard_10.1080/17461391.2019.1574905","Y"
